Time Code,"Country Code","SP.RUR.TOTL.ZG","EN.ATM.METH.AG.KT.CE","SP.POP.TOTL"
YR2010,"MNP","-1.97369082519876","NA","53860"
YR2010,"NOR","-0.118353511259016","2060.5","4889252"
YR2010,"OMN","4.23119868486807","551.8","2943747"
YR2010,"PAK","1.46933102899163","94988.3","170043918"
YR2010,"PLW","-4.95306617337794","NA","20470"
YR2010,"PAN","0.882814658028652","2700.6","3620506"
YR2010,"PNG","2.29116054223836","NA","6847517"
YR2010,"PRY","0.784439312217589","13169.2","6209877"
YR2010,"PER","-0.285394877772306","11539.4","29373644"
YR2010,"PHL","2.00551298772407","34708.1","93038902"
YR2010,"POL","0.00118970102042262","15139.4","38042794"
YR2010,"PRT","-1.47167181941218","4113.1","10573100"
YR2010,"PRI","0.454023856162184","NA","3721527"
YR2010,"QAT","-2.49123943910638","125.9","1765513"
YR2010,"ROM","-0.877285072920264","8495.1","20246871"
YR2010,"RUS","-0.125982198575007","40552.8","142849449"
YR2010,"RWA","1.38910301158275","NA","10293669"
YR2010,"WSM","0.994992729656997","NA","186029"
YR2010,"SMR","0.552487593196981","NA","30690"
YR2010,"STP","0.301561887121496","NA","170880"
YR2010,"SAU","1.25079570718754","1812.5","28090647"
YR2010,"SEN","2.50127781764768","6199.1","12956791"
YR2010,"SRB","-0.511339008082924","2391.7","7291436"
YR2010,"SYC","2.21102664715301","NA","89770"
YR2010,"SLE","1.76252806201223","NA","5775902"
YR2010,"SGP","NA","36.9","5076700"
YR2010,"SXM","NA","NA","35474"
YR2010,"SVK","0.701930502858261","1276.7","5391428"
YR2010,"SVN","0.622369809668134","1039.4","2048583"
YR2010,"SLB","1.61993818232309","NA","526177"
YR2010,"SOM","1.68249848766258","NA","9581714"
YR2010,"ZAF","0.0642201823458085","20083.6","50791808"
YR2010,"SSD","4.21450330244396","NA","10056475"
YR2010,"ESP","-0.610014047890767","19993.6","46576897"
YR2010,"LKA","1.0024609965974","7775.6","20653000"
YR2010,"KNA","1.23444440011622","NA","52352"
YR2010,"LCA","2.18804478911899","NA","177397"
YR2010,"MAF","NA","NA","30235"
YR2010,"VCT","-0.639184592437274","NA","109316"
YR2010,"SDN","2.15547190008585","81227.3","36114885"
YR2010,"SUR","1.29282790591017","NA","518141"
YR2010,"SWZ","1.7625003308028","NA","1193148"
YR2010,"SWE","-0.172740981094966","3144.6","9378126"
YR2010,"CHE","0.897385460712474","3131.7","7824909"
YR2010,"SYR","-0.124661050430133","3839.8","20720602"
YR2010,"TWN","NA","NA","NA"
YR2010,"TJK","2.20194683511211","3620.1","7581696"
YR2010,"TZA","2.24003034423998","15670.5","45648525"
YR2010,"THA","-2.1451432754092","64239.2","66692024"
YR2010,"TMP","0.778686904102522","NA","1066409"
YR2010,"TGO","1.95607231541595","1958.5","6390851"
YR2010,"TON","0.441735186799549","NA","103947"
YR2010,"TTO","0.661314097512057","73.4","1328095"
YR2010,"TUN","0.53544524469908","2151.9","10547100"
YR2010,"TUR","-0.479620999673275","23233","72310416"
YR2010,"TKM","0.691856363848883","6084","5041995"
YR2010,"TCA","-2.12322201057742","NA","30993"
YR2010,"TUV","-2.02792464864765","NA","9827"
YR2010,"UGA","2.96564725832229","NA","33149417"
YR2010,"UKR","-0.98315921649534","9489.8","45870700"
YR2010,"ARE","5.72652038344699","620.8","8329453"
YR2010,"GBR","-0.6550637943101","23707.8","62766365"
YR2010,"USA","-0.0235643130749215","195599.9","309347057"
YR2010,"URY","-3.25784489390303","17806.4","3374414"
YR2010,"UZB","2.89182806570287","17439.4","28562400"
YR2010,"VUT","1.96136387300989","NA","236299"
YR2010,"VEN","1.15467897938598","25797.4","28995745"
YR2010,"VNM","0.142709918835109","58014.9","86932500"
YR2010,"VIR","-3.59012915065444","NA","106267"
YR2010,"WBG","2.06313133789236","NA","3811102"
YR2010,"YEM","1.91332266572643","4099.9","23591972"
YR2010,"ZMB","2.29435443918298","2457.2","13917439"
YR2010,"ZWE","2.09918499420687","5775.1","13973897"
,"","","",""
,"","","",""
,"","","",""
Data from database: World Development Indicators,"","","",""
Last Updated: 09/24/2015,"","","",""
